Emotion,Text
negative, Who doesn`t know who The Supervillians are Fails. I saw you both in January at The Warfield in SF.  LEGIT SHOW FOR SURE.
neutral,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
positive,working!   I am so ready to go.
negative,  I know it`s sad. But back in 05 the auto industry didn`t understand that iPhones would change our lives
neutral, #sometimes also emoticons sometimes
neutral,trying to get a sale in my job...
positive,Just chillin at home
negative,went to bed last night with the feeling of a migraine coming and woke up feeling worse.
neutral, ... same to you!
neutral, i can`t go tonight   *Cait*
negative,Why is  scared or  lmao.. Someone pls tell me!!
positive, Is there going to Sausage on it  yum yum
negative,I  do not want to work tomorrow!
negative, LMAO!!! Man I was so bummed when she stopped braiding
negative,Picked up Luna from the vet. She looks like she`s been crying  I`m not kidding. Her lashes are wet and she has tear trails. My poor bebe!
positive,"Its raining cats and dogs here, in Mysore! Thankfully, no pigs/swines!"
positive," sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying."
negative,Why can`t I buy the Nokia N97?!? Amazon says 'cannot ship to this address.'
neutral,boo  rabbits pisses on people you know that
neutral," Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust"
negative,Checking out Ciege Cagalawan`s S/S Collection and I am regretting that I did not see his collection tonight  I got invites!
negative,Just got up thinkin about how weird it is w/out our dog
neutral,Summer is finally here! Graduation in a week!
neutral, Aw not again!  Feel better soon bb!
positive," : Hi, i think u should try Ph? in Vietnam, it`s really quite delicious"
negative, They have a list of 50 state parks here in PA that are under consideration for closing. Nice ones too.
neutral, hahaha my uncle does that coz my aunty is a **** who left her kids
negative, Oh so nooooowwww youre too busy for me...dam I see how it is! How long we known each other?!?!?
negative, oh the noon? I don`t know if I can make that one...I only get 30 min for lunch
neutral,1 week and 1 one day to go.
neutral,  lol yep sure do... although I must get out the house today !!!
neutral, I adoreeeee Matt Nathanson!! I am so jealous of you right now.
neutral," I wasn`t  I was with the bf at the time, and am now omw to class. What is this new Kaggra,?"
negative,bed bed bed  do you never answer texts anymore?  I thought of you the other day and sent one but never heard back. Sad day
positive,  Thanks for Following
negative," Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too."
neutral, 167 Brian 167 that`s 1...6....7 followers count them and weep. And they ALL know who is the buzz champion by now
positive,Good Morning and Happy Mothers Day everyone
negative,"Time to get ready for wrk! Ahhhh, I dnt wanna goooo!"
neutral,"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it`s toll on the reefs."
neutral,Just tried to sign up for  but apparently Knoxville is not a big enough city  Will Knox ever be on the list?
positive,_Neith James just doesn`t take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...)
negative, oh no! I woke up accidentally.  how can we get you to fall asleep? Should I scare you with P2 or P3 stories? JK!
positive,Choir banquet was more than I could`ve ever dreamed.   I`m so happy! Now after party at Lauren`s!!!
negative,"late for   sick kid at home, hope she feels better later tonite"
positive,"omg! i luv u guys, thanks for keepin me entertained, and awake !  .... missinmydgbigtyme"
neutral,  dull life was on the soundtrack of one of my favourite showss
neutral,On a flight home  after an awesome trip with my cousin! Miss you sophia
neutral,in media still havnet found ipod
negative,I think I tricked out my ankle during cardio yesterday.  I`m getting old.
neutral,"wish I was feeling better...I`ve been holding a potential cold at bay for a few days now & I think it is winning...aches, cough"
neutral," 07 !!! It`s bloody quick,, even my gran could drift it   http://twitpic.com/4ja93"
neutral,_370 i thought he was off until next week...i think we have another week to do his ohmygod please tell me with have another week
negative,() Oh snap!  Just broke my windshield while replacing my wiper blades.
neutral,Cavs do it again!!  Oh yea!
positive,i love you more than you`ll ever know.
neutral,"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same"
negative, I would totally take you to prom...if i hadnt already gone  sorry lol
negative,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling
negative,JoBo`s tired of getting off work at 7
negative, being sunburnt is horrible
neutral,The Renegades last day was today and...well... he`s gone... didn`t catch him  Gutted... Closest he came to Greenock was Kilmacolm!
neutral," well, I was under the impression most people have the urge to buy new sofas  To be fair, we`re not tiling, we have a man for that"
positive,Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow & happy mothers day to all mothers
neutral,Drinking coffee....MMMMM.....coffee
negative,Starting to get sad.
negative,"its friday!  well, technically anyway...but its really thursday for me.  dang having to work saturday mornings"
neutral, Then I guess that makes me Dot?
positive,"Good Morning BTW - A public holiday in UK, love it  and dinner tonoght with 2 special people."
negative,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I`ll make my own
positive,"Work, work, work. Finally not sick, though."
negative,I just had a horrible dream.
negative,its too sunny for work  !!!
neutral,Time to get off the puter. Nite all.
negative,"was mostly sick when she went to bed, but woke up feeling mostly dead"
negative,Fb I hate when I try & support my local bookstore & they never have what I need
negative,"i feel like i`m quarantined everywhere i go... pinkeye, go away already!"
positive, i hope you knew its due tuesday
neutral, dude what is your sn nowadays because i think i lost yours
neutral,is over it.  http://plurk.com/p/rp5np
negative,"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me"
neutral,"ooh_Bell whatchu goin as? Monsterpalooza`s this weekend for us.  on the no Ink, i won`t be a stressed contestant this year! Miss U X0"
positive,"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL"
negative, **** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!
negative,I`m always hungry all the time but now I don`t even feel like eating. This is not normal...and my throat`s sore. I`m sick
neutral,  amason seems to think hamburger a-go-gos don`t get it till october! well now....
negative,Did not feel like getting up
negative,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair
neutral,"Ok, sending me messages asking to set my blog live won`t work (linked to my developing website)! Take a tip from  and be patient!"
neutral, haha. the pic wrong. haha. now the one is then correct.
negative," nooo, poor cat  he just wants a cuddle... or food, its hard to tell"
positive, Hahaha!! Tv isn`t really my thing anyway..I more of a music girl
positive,happy birthday to 
negative,stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing
positive,_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!
positive,good morning to everyone
neutral,"I kno I`m behind the times on this one, but I just learned that Troy 't-bag' Dixon died back on dec. 8th 2008. RIP Troy."
neutral,at the drive ins with daa crewww
negative,"ok my friend is about to dye my hair black scary i know, ill try to post some pics tonight if not tomorrow for ur verdict"
neutral,1 day to my Birthday !
neutral," Nope, not 'done' yet"
positive," Hi! We get to try out new restos..so yea, it fuunn  Let`s have dinner when you get back!"
negative,There`s like no one I ACTUALLY know on this shizz! Am dum diggin` it
negative,annoyed and overwhelmed
positive,Good morning world.
neutral,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
positive,_EaredPages Yay!  I can`t wait to come in the bookstore and gets some new books
neutral,"_ladie haha, I`ve got my camera and lenses ready!"
neutral,and Mike for bring it to me even tho it was really late and he has to get up at 5am in the morning...
neutral, ohhhhh with ya
positive,just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!
positive,Enjoying the happiness of this special day. Another day that I can make the best one of my life
neutral, im not at litle oven tonight
positive," Michelle,  is on here. Don`t u miss her being on Fox? I liked your interviews with her."
negative, probably because it`s getting chilly here
neutral,I`m supposed to be Ms. Twitterology
neutral,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw
neutral,Getting ready to to to school
positive,Happy Mother`s Day to all the American mamas!
negative,It SUCKS when my playmate is MIA all weekend.  Sad
positive, TY. Just a long tiring day filled with expensive plumbers and work  needed CALGON. Hope you &  have an AWESOME weekend!
positive,"JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  "
positive," Thank you  I liked Joe`s clothes` being ripped off and then Kevin screaming, 'Who are you!?!' XD"
positive,"_ri_ja good morning, It`s nice to see you!"
positive,_eyes I wish I knew!  The curse of Tumblr.
negative,thinks that the limit of 140 letters is really not fair. 300 + would be better
positive," Lol. Thanks, Penny. I`m trying to believe you."
negative, p.s. sorry about ur uncle
negative,Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.
positive,To all mothers in the world : happy mothers day
positive,_Morgan_  which 1? There r2 that I love and want to share  i just wish I`d made them-
neutral, ok... maybe not angry... just with very little sense
neutral,"excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho."
negative,_whitex gratz on your tix. sux u will be poor tho  I am trying to get pj harvey tix too but debating my $$s too
positive,_rothlisberger That`s **** awesome!  *bookmark*
positive," Excellent, he will never know, lmao."
negative, and added it to his collection. i was too much of a punk **** to ask for it back.
positive, I want to chat with you in Im some day.
positive, one day my hugs will come    *fingers still crossed*
neutral, but i went out and bought some nail polish ellen
neutral,follow me!
neutral,"The trip to Stockholm got cancelled  To make it up I`m planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
neutral,On way home tonight I saw a newspaper headline `Susan Boyle quits....` surely not true
neutral, Something 2 get your attention 2 get Sexify My Love played http://twitpic.com/67i82 What? It worked last time! No $ 2 bribe
positive,_dayne OMG!!! Yr like a goddess to me. Prove yr love & love will lead u back are 2 of my fav old skool tracks  x
positive, I love chocolate. Must be PMS
negative," Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though."
neutral,waiting for JONAS to come on
negative, the straightener`s another 110 pounds though. Seems pricey
negative,"God, I HATE scary movies. They are not at all. I`m such a wimpy."
negative, No. Not professional at all.
neutral," well, you can print CY_K not CYMK"
neutral, everything counts  what are you drinking?
positive,The ultimate shirt folding tool (http://www.flipfold.com/)- I saw  using this in one of Big Bang Theory`s episodes
positive,"_0981 LOL I was going to do some homework, but kind of got distracted... Again...  Goodnight!"
neutral, She must be a were-Wookiee then
negative,SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.
negative, DArLiNE!!* miss you
positive, ty for feeding our NK addiction..ermm i mean our uhh nope yup addiction covers it
positive,I cant WAIT to be home and snuggle with my puppies! and my Fiance
negative,Is it sad that I`m a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.
positive,I`m so bunged up!! I Hate colds!!
positive,", Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg"
neutral,I wanna be out in the sunshineeeeeee
neutral,#myweakness too loving ...i always let negative people into my life
neutral,Making a twitter account
neutral, Uh.... what does that mean?
positive,"BTW, Happy Star Wars Day... May the Fourth be with you! ROFLMAO...yes, I know I`m a total dork."
negative,": Your mail server just rejected a simple, plain reply to you as potential spam/virus threat. Not Good"
positive,I`ve burnt my collerbone and arms and face! aww!
neutral,types too fast for her own good. and has been craving pizza for 2+ wks. GAH i hate not having a job i want pizza!  lmaoz why me?!
neutral, NO GO ROVE GO THE MCMANUS`  adam is cool tho
positive, yeah   but I`m jus glad the thunder stopped .
negative,is doing boring accounts stuff
negative,Lots of noisy peeps outside
positive,just got the bouquet of flowers for my mom  HEHEHE SWEET )
neutral,Going to get me a new roomie today
negative,"TWITTER WILL NOT UPLOAD MY ICON PICTURE  it hates me. Eff this, i`ll upload it later"
positive,happy mother`s day! I love you mama
positive, I wish I was going to Internet Week
neutral,first puppy gone 2 new home.
neutral,I`m still waiting to find out what #caca stands for - hoping it`s not what I think it is since you #follow me for #caca.
neutral,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0
neutral,I have to work tonight  But I get my paycheck!
positive," Oh I believe you...   sooo  thinks she belongs elsewhere, I say I dont think so..."
positive,Goodnight;
positive,finding out a song you had no idea was a cover is actually indeed that .... and then thinking that that is awesome makes my day.
neutral,going to jack`s tribute match today
neutral, yessssssir!!
neutral,  u think i could call u tnite?
positive,"_127 good morning  one m,ore day YAY! #TwitterTakeover"
negative,Cause these stupid people dont have my phone and my tummy herts
neutral,going to second morning of the day... just sleeping for 3-4 hours
positive, i wish you were playing at MY prom
positive,Awesome  I saw it thursday night. It is so great. 100% perfect casting.
neutral, Very early and I am actually just going back for a little more rest ..... talk  with you a little later ....
neutral, if only that was really my job title
neutral,Harley Quinn cstm  hehehehe  not going to the prom buaa
positive,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains
neutral,"Monday blues? Not today, not for me."
positive,_ luv it  so true
neutral," : Hi, there! I`m sorry for not telling you  Let`s meet up! With _meirizka too. You promised to treat us! XD"
neutral, WELCOMEEE BACKKKKK
neutral,Work time....
negative,thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go
negative,"Pretty sure my laptop just died 100%. HP DV2000, wireless problems constantly, tons of heat, won`t start at all now. Fried circuit?"
neutral,says Goodmorning.  http://plurk.com/p/x2bm1
neutral," http://twitpic.com/449yj - If I say 'Mystery Science Theatre 3000', does that mean anything to you?"
neutral,'how do you like them apples' is from the movie Rio Bravo. Good Will Hunting make a lot more sense now.
positive, I decided you should help me make my first solo album
negative,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.
neutral,in accounting class ; then detention after
negative," If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn`t, I feel bad."
positive," not got virgin yet... not sure I can, tbh ... thanks anyway!"
negative,It baffles me how much Radio Shack isn`t the same Radio Shack I grew up with
neutral,**** I`m pass 400 updates! Haha! Tweet tweet tweet!!!!!!
positive," I know, right?!? I have such a lead foot"
positive,Happy Mothers Day. Take ur mothers into a special place.
positive,THE CURIOUS CASE OF BENJAMIN BUTTON!!!!! I`m so excited about this **** movie
neutral, I can`t have any.
neutral,"waking up again, this time with a hot cup of coffee"
positive, *hug*
positive,"i forgot to put my work clothes in the dryer  also, i love my new slippers!"
positive, Happy Mothers Day! i hope tom got you something special! enjoy day!  xo
positive, Thanks hon. #Migraine went away then came back.
positive," try having your best writing five years behind you  heh, it happens"
neutral, it was an adventure to say the least. I`ve been to nicer parts of Norf London but will stick with the south for today
negative, Bro. Martin!! I need you to repent!! Pam said we were going to get to meet you last wknd...
negative,"I hate being reminded how weak my eyes are  I overdid reading today, they`re sore as ****. Going to rest. -sigh-"
negative, My husband is loosing his GOVERMENT job due to downsizing-he is looking for a new job but can`t find one in our small town
negative, HELLOOO!!! How are you?? Gosh I miss seeing you around. Thought of you last night when I had some amarula
neutral," I added it, are you still awake?"
positive,Happy Mothers Day to Heidi Klum
neutral,Caught in a herd of somalions
neutral,That`s more like it - 3rd  #fb
positive,why me? i am about to read another ecology book for two hours. its all good fun today
negative,The 22nd can`t get here fast enough!
neutral,Not really  but its work so yea kinda
negative,I sunburnt through factor 30
neutral, I did the same thing in NOLA
positive, i canï¿½t choose one  i love all the songs on LV&TT;bt if u like... Read More: http://is.gd/JkVF
negative,Practically my whole body burns... I can`t bend over or make any sudden movements with my arms
neutral, I`ve always said to PD that I wanted a kitchen like yours...I just wouldn`t know what to do with it
neutral,I want to panic
neutral, there is no sun here in florida..it`s all rainy and cloudy.
positive, no happy hour for me today
neutral,WOW Panic at the disco en Abbey Road
positive, http://twitpic.com/4vvou - Ok...I LOVE IT!! Melika come on do your make-up like this next time we go out
negative,is cursing AB`s wardrobe handles. One drew blood
negative,careless
neutral,just listened to Domination by Pantera on Grooveshark: http://tinysong.com/36pz
negative,Have a HUGE headache... don`t have asprin here at work.
neutral,Can`t I just be a stay at home mom already
negative, im so jealous! I want to go to ny
neutral,checkin twitter out!
negative,#myweawkness chocolate...i can`t say no
neutral,hanging out with Dan and Brian in my room for my last night
neutral, so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou<3
neutral, flo can spell antidisestablishmentarianism off the top of her head. wait i just did
neutral, OMG~ that did not sound right...** U Better B Grinning **  thx
neutral,Aparantly it`s #starwarsday so enjoy  don`t quite know what your Kent to do but be happy anywho!
positive,"just woke up, no school today, we are free"
negative, not good enough!
negative,i`m bored : hope your wlan will go today!
positive,Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later
neutral,STEP 1: be a photoshop expert  http://plurk.com/p/ros47
positive, awww  i mish u too ladie whats been good?
negative,I also concede to my first Twitter grammar fail.
positive,_tennant yes! Watching season 2 all evening.  Wish I could get BBC2
positive, A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!
neutral,maybe going to the movies later? ik ****
neutral,Parking garage concrete pole 1 -- the new Odessey 0.
negative,is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline & its completely filled
neutral,Perfect way to end a totally boring day? Sleep. Goodnight
positive,  I hope today just flows through and lots of nice things happen at work so you come home happy
neutral, I`m not part of that generation unfortunately.  This is really good though
positive, **left off the 'again' in the title...whoops!
positive, have fun without me pasty  <33
neutral," c is nice, but I wouldn`t call it fun"
negative,Is feeling really bad about goofin` on  not knowing she really wasn`t at the meeting! Dang I`m sorry! Me & my big `ol mouth
positive," sure, as long as you said where they`re from! glad you like them"
negative,"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude."
neutral,; Another friday night cancel.  probably movies with just Ashley.
positive,i`m gonna miss all the live Comet action tomorrow! i have to go take care of my cousins and they don`t have access to the interwebz
negative, Woo! Twitter kind of sucked without you.
negative,wtf?! my tweets aren`t posting   super excited about the weekend! <3jfg.
negative,Facebook.com isint letting me change my profile picture
neutral, I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office
neutral," i think it was more the tigers crumbling. so not surprising at all, really ... lol ..."
neutral, Etsy handmade cards weren`t any good?
negative, yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!
neutral,horseback riding
neutral,Playing pacman on itouch!  lol
negative,reaaaallly bored
neutral,Just thinking that it will all pay off in the end.
neutral,My convo starts in 12 hours... and I am sitting 6500Km away writing GIS queries
negative,i am waaayyyy hungry!  oh fyi my work email is down again BLAH!
negative,I`m really mad at the world today. Today is just a sucky day.
negative,almost got in a giant car accident on the 101
negative,": Aww, that sux!  _x3: Eeek for Airline charges!!! (****)"
negative,Getting AxKit running on Ubuntu 8.04 is making my head explode.
neutral,_sm Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.
neutral,I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame
negative,counting the minutes until I can go home
positive, Love your latest journals. I finally joined Twitter so came to say Hi
positive, lol nice  I loved that concert! Aha u gonna post these pics
neutral, 3000 then ya up with me my friend ... i type too much
positive,ok bye alex have fun today
neutral,my HD is full. need to cleanup a lot
negative,I did not twitt yesterday cause it was a very busy day but I`ll be back tomorrow  BTW I can not sleep  I`m like in zombie mode @_@
positive, i`m so glad
neutral," LOL!  Considering the recent debate on DL, I`m not touching the bad boy thing.  I like the logical ones."
neutral,at thee mall
neutral, can you please have a short stakc competition
negative,"boredddddddd, work tomorrow..  and sunday. i hate clarks"
positive,Good rainy morning all
neutral,"Thanks those who have clicked :p Well I think I did something wrong, it`s still at 0 visitor, 0%.. maybe I need to reinstall everything"
positive, Soon I hope... Really need to finish the cloning project so I can get more done
neutral,most of da time on gtalk ! pls make my follow count 600
neutral, I wanna come!!! How come u didn`t invite me!
neutral,hardware store guy told me the screw would be impossible to remove since the head is completely gone. will get a 2nd opinion
neutral,Baltimore beat the Yankees  
negative,it`s gloomy outside
negative, Not so good  I think that`s my fault though - didn`t use buttermilk. Recipe was on back of the flour.
negative, and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware
negative,     my bracelet broke today too.
neutral,"i have the biggest headache right now, i washed my hair wif mum`s shampoo and now it`s gross  i like my shampoo way better"
negative, i have a weird subconscience. i wonder who will i dream next
neutral," it is very cheeky one, but nice too"
negative, I missed you guys this morning. I`m in Tacoma w/ no KGW to start my day.
neutral,Less than 99 days til warped tour.
negative, lol cnt its too slow
neutral,false alarm on the house
negative," I`m sorry you`re feeling bad, hope you get better soon... you know, if the plague doesn`t getcha."
neutral,Nobody is up this early
negative,". No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?"
negative,Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals
neutral, Oh...ok...didn`t know that.
positive, congrats!
negative, I will let you know as soon as I figure it out... sorry about the mix up; i was supposed to get off work an hour ago
positive,knocked up is sooo godamn funny. never gets old  'you`re tupac. you`re biggie.' lol
neutral, maybe tonights the night to pick it up again?
neutral," second wife, what?"
negative,is still waiting.
neutral,Off to see Wolverine
neutral,lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T
negative, I`m sorry
positive,Wishing all Mothers Happy Mother`s Day
neutral,what do u do when ur dads losing it mentaly and dosent remeber you
neutral,when can i ever do a barre chord???
neutral,"I`m going on an excursion this week, so I won`t be twitting...."
neutral,...you should call school and tell them you have swine flu so we can have the day off
neutral, no we had to go to malibu to find a beach!
neutral,"Quick answer, when do I put the bleach in the wash?? In the start or middle..  don`t laugh @ me.."
negative, ahh when i was there it was closed
positive,i find John Mayer`s tweets mighty entertaining for a hearty laugh...so thanks John
negative,ok its been one hour im still waiting im losing my patience
positive," Have a wonderful weekend at home! Good day today (it`s Friday!), but no Otalia today (*tear*)  Lots of love to you!"
negative,Gotta work.  Lonely weekend ahead.
neutral,Dahh- I do believe it`s time for bed. G`night
negative,"In regard to knowledge, I am like the little robot in the movie 'Short Circuit.' I am always crying out: 'Imput! Imput!'"
positive,Twittering while my hair dries - just washed it in Macadamia and Orange Shampoo - smells gorgeous
positive,So grateful for my amazing family. How blessed am I. Happy Mothers day everyone
positive,"quitting my beloved job... having a long luvly  vacation at Koh Tao (turtle island), south of Thailand... SEA, SAND, SUN...WANNA JOIN ME?"
neutral,need to cheer up!
neutral,"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!"
positive,is problem free for now.  atleast i already said to that person the truth.
positive, i dont get one? fine! i say texting is way more meaningful than twittering
positive, Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole
positive,Happy Mother`s Day to all you mother`s in Twitterville!
negative,has a sore throat
neutral,_angel I cant i dont have mms  but i will waer it nexxt time i see you
negative,i have a fever
negative,"so hot in the office as air con been broken for weeks, fans on all round office but they just push hot air around really and not helping"
neutral,Arrr. Exam is on next week.. Im dead.. bwahahaha..  I love you btw!!
positive,"_Khan oh please, you don`t have to do that to me. Don`t bother"
positive," Feeling inspired this evening, huh?"
neutral,   XDXDXD you crazy little thing why didnï¿½t you get off the train and hug me????
positive,i`m yours - jason mraz....looking for an electric guitar  yay!!!1
neutral,"Hah! I saw the Wolverine last night!!! Now I can die happy, well not yet though, got a few things to get done first, but was my MoY"
negative,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS
positive,@_supernatural_ http://twitpic.com/66l83 - i liked old ruby best.
neutral,"Working on the store`s Facebook group, getting ready to relax and play some 360. I`m thinking Mercenaries 2 tonight; Me likey explosions"
